timestamp,roll,pitch,yaw,thrust
1438595114,0.0,0.0,1.02228e-08,0.08
1438599118,0.0,0.0,1.02228e-08,0.08
1438602165,0.0,0.0,1.02228e-08,0.08
1438606384,0.0,0.0,1.02228e-08,0.08
1438609218,0.0,0.0,1.02228e-08,0.08
1438613184,0.0,0.0,1.02228e-08,0.08
1438616068,0.0,0.0,1.02228e-08,0.08
1438620229,0.0,0.0,1.02228e-08,0.08
1438623123,0.0,0.0,1.02228e-08,0.08
1438627138,0.0,0.0,1.02228e-08,0.08
1438630156,0.0,0.0,1.02228e-08,0.08
1438634143,0.0,0.0,1.02228e-08,0.08
1438637156,0.0,0.0,1.02228e-08,0.08
1438641170,0.0,0.0,1.02228e-08,0.08
1438644155,0.0,0.0,1.02228e-08,0.08
1438648136,0.0,0.0,1.02228e-08,0.08
1438654152,0.0,0.0,1.02228e-08,0.08
1438658149,0.0,0.0,1.02228e-08,0.08
1438662226,0.0,0.0,1.02228e-08,0.08
1438665189,0.0,0.0,1.02228e-08,0.08
1438667225,0.0,0.0,1.02228e-08,0.08
1438675178,0.0,0.0,1.02228e-08,0.08
1438679239,0.0,0.0,1.02228e-08,0.08
1438683168,0.0,0.0,1.02228e-08,0.08
1438684071,0.0,0.0,1.02228e-08,0.08
1438686167,0.0,0.0,1.02228e-08,0.08
1438690176,0.0,0.0,1.02228e-08,0.08
1438697106,0.0,0.0,1.02228e-08,0.08
1438700058,0.0,0.0,1.02228e-08,0.08
1438704164,0.0,0.0,1.02228e-08,0.08
1438707123,0.0,0.0,1.02228e-08,0.08
1438711170,0.0,0.0,1.02228e-08,0.08
1438714355,0.0,0.0,1.02228e-08,0.08
1438718187,0.0,0.0,1.02228e-08,0.08
1438721158,0.0,0.0,1.02228e-08,0.08
1438725168,0.0,0.0,1.02228e-08,0.08
1438728245,0.0,0.0,1.02228e-08,0.08
1438732143,0.0,0.0,1.02228e-08,0.08
1438735058,0.0,0.0,1.02228e-08,0.08
1438739115,0.0,0.0,1.02228e-08,0.08
1438742215,0.0,0.0,1.02228e-08,0.08
1438746144,0.0,0.0,1.02228e-08,0.08
1438749223,0.0,0.0,1.02228e-08,0.08
1438752088,0.0,0.0,1.02228e-08,0.08
1438756271,0.0,0.0,1.02228e-08,0.08
1438760204,0.0,0.0,1.02228e-08,0.08
1438763246,0.0,0.0,1.02228e-08,0.08
1438767096,0.0,0.0,1.02228e-08,0.08
1438768169,0.0,0.0,1.02228e-08,0.08
1438769142,0.0,0.0,1.02228e-08,0.08
1438770107,0.0,0.0,1.02228e-08,0.08
1438773105,0.0,0.0,1.02228e-08,0.08
1438777131,0.0,0.0,1.02228e-08,0.08
1438781226,0.0,0.0,1.02228e-08,0.08
1438783138,0.0,0.0,1.02228e-08,0.08
1438787178,0.0,0.0,1.02228e-08,0.08
1438790198,0.0,0.0,1.02228e-08,0.08
1438805147,0.0,0.0,1.02228e-08,0.08
1438809193,0.0,0.0,1.02228e-08,0.08
1438812185,0.0,0.0,1.02228e-08,0.08
1438816147,0.0,0.0,1.02228e-08,0.08
1438819093,0.0,0.0,1.02228e-08,0.08
1438823152,0.0,0.0,1.02228e-08,0.08
1438826181,0.0,0.0,1.02228e-08,0.08
1438830275,0.0,0.0,1.02228e-08,0.08
1438833220,0.0,0.0,1.02228e-08,0.08
1438837180,0.0,0.0,1.02228e-08,0.08
1438840080,0.0,0.0,1.02228e-08,0.08
1438844232,0.0,0.0,1.02228e-08,0.08
1438847170,0.0,0.0,1.02228e-08,0.08
1438851139,0.0,0.0,1.02228e-08,0.08
1438854140,0.0,0.0,1.02228e-08,0.08
1438858298,0.0,0.0,1.02228e-08,0.08
1438861166,0.0,0.0,1.02228e-08,0.08
1438865152,0.0,0.0,1.02228e-08,0.08
1438867218,0.0,0.0,1.02228e-08,0.08
1438872153,0.0,0.0,1.02228e-08,0.08
1438875181,0.0,0.0,1.02228e-08,0.08
1438879122,0.0,0.0,1.02228e-08,0.08
1438882039,0.0,0.0,1.02228e-08,0.08
1438886228,0.0,0.0,1.02228e-08,0.08
1438889076,0.0,0.0,1.02228e-08,0.08
1438893143,0.0,0.0,1.02228e-08,0.08
1438896193,0.0,0.0,1.02228e-08,0.08
1438900075,0.0,0.0,1.02228e-08,0.08
1438903221,0.0,0.0,1.02228e-08,0.08
1438907142,0.0,0.0,1.02228e-08,0.08
1438910199,0.0,0.0,1.02228e-08,0.08
