timestamp,ref_timestamp,ref_lat,ref_lon,surface_bottom_timestamp,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,yaw,ref_alt,dist_bottom,dist_bottom_rate,eph,epv,estimator_type,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid
1439041271,0,0.0,0.0,0,-8.48145,-11.6485,1.68468,0.0,0.0,0.0,-0.0138559,0.00791629,0.0800696,0.0,0.0,0.0,0.0,0.0,0.0,0.955549,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439046351,0,0.0,0.0,0,-8.4815,-11.6485,1.68504,0.0,0.0,0.0,-0.0105818,0.00414971,0.0724738,0.0,0.0,0.0,0.0,0.0,0.0,0.955462,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439051194,0,0.0,0.0,0,-8.48157,-11.6484,1.68543,0.0,0.0,0.0,-0.013159,0.00671321,0.0772166,0.0,0.0,0.0,0.0,0.0,0.0,0.955498,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439056312,0,0.0,0.0,0,-8.48163,-11.6484,1.68579,0.0,0.0,0.0,-0.0117448,0.00201234,0.0720472,0.0,0.0,0.0,0.0,0.0,0.0,0.955502,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439061261,0,0.0,0.0,0,-8.48169,-11.6484,1.6862,0.0,0.0,0.0,-0.011788,0.00620664,0.0817759,0.0,0.0,0.0,0.0,0.0,0.0,0.955477,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439066251,0,0.0,0.0,0,-8.48176,-11.6484,1.6866,0.0,0.0,0.0,-0.0140262,0.00340127,0.0806666,0.0,0.0,0.0,0.0,0.0,0.0,0.955515,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439071372,0,0.0,0.0,0,-8.48182,-11.6484,1.68704,0.0,0.0,0.0,-0.0120821,0.00642179,0.086064,0.0,0.0,0.0,0.0,0.0,0.0,0.955482,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439076842,0,0.0,0.0,0,-8.4819,-11.6483,1.68746,0.0,0.0,0.0,-0.0161522,0.00543137,0.0850193,0.0,0.0,0.0,0.0,0.0,0.0,0.955451,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439086334,0,0.0,0.0,0,-8.48205,-11.6482,1.68833,0.0,0.0,0.0,-0.0152542,0.00753446,0.0868389,0.0,0.0,0.0,0.0,0.0,0.0,0.955506,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439091330,0,0.0,0.0,0,-8.47975,-11.6491,1.68394,0.0,0.0,0.0,-0.00583408,0.00493129,0.074718,0.0,0.0,0.0,0.0,0.0,0.0,0.955743,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439096375,0,0.0,0.0,0,-8.47978,-11.6491,1.68431,0.0,0.0,0.0,-0.00590665,0.00454906,0.0747554,0.0,0.0,0.0,0.0,0.0,0.0,0.955711,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439101237,0,0.0,0.0,0,-8.47983,-11.649,1.68467,0.0,0.0,0.0,-0.00872756,0.0060832,0.0722608,0.0,0.0,0.0,0.0,0.0,0.0,0.955751,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439106234,0,0.0,0.0,0,-8.47984,-11.649,1.68502,0.0,0.0,0.0,-0.00262994,0.00555004,0.0701407,0.0,0.0,0.0,0.0,0.0,0.0,0.955692,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439111283,0,0.0,0.0,0,-8.47988,-11.649,1.68539,0.0,0.0,0.0,-0.00917195,0.0069525,0.0740781,0.0,0.0,0.0,0.0,0.0,0.0,0.955694,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439116409,0,0.0,0.0,0,-8.47991,-11.6489,1.6858,0.0,0.0,0.0,-0.00528981,0.00467815,0.0799516,0.0,0.0,0.0,0.0,0.0,0.0,0.955702,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439121432,0,0.0,0.0,0,-8.47996,-11.6489,1.6862,0.0,0.0,0.0,-0.00919002,0.00548035,0.0798758,0.0,0.0,0.0,0.0,0.0,0.0,0.955695,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439126257,0,0.0,0.0,0,-8.47998,-11.6489,1.68659,0.0,0.0,0.0,-0.00394159,0.00491359,0.0796564,0.0,0.0,0.0,0.0,0.0,0.0,0.955702,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439131434,0,0.0,0.0,0,-8.48,-11.6489,1.68699,0.0,0.0,0.0,-0.0051327,0.00626281,0.078798,0.0,0.0,0.0,0.0,0.0,0.0,0.955655,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439136340,0,0.0,0.0,0,-8.48004,-11.6488,1.68743,0.0,0.0,0.0,-0.00805023,0.00663302,0.0883412,0.0,0.0,0.0,0.0,0.0,0.0,0.955705,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439141603,0,0.0,0.0,0,-8.48007,-11.6488,1.68786,0.0,0.0,0.0,-0.00587858,0.0035024,0.084923,0.0,0.0,0.0,0.0,0.0,0.0,0.955633,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439146333,0,0.0,0.0,0,-8.48012,-11.6488,1.68831,0.0,0.0,0.0,-0.0088575,0.0062846,0.0905528,0.0,0.0,0.0,0.0,0.0,0.0,0.955675,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439151398,0,0.0,0.0,0,-8.48014,-11.6487,1.68871,0.0,0.0,0.0,-0.00554936,0.00492284,0.0802875,0.0,0.0,0.0,0.0,0.0,0.0,0.955699,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439156331,0,0.0,0.0,0,-8.48018,-11.6487,1.68915,0.0,0.0,0.0,-0.0070685,0.00834485,0.0883404,0.0,0.0,0.0,0.0,0.0,0.0,0.955668,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439161547,0,0.0,0.0,0,-8.4802,-11.6487,1.6896,0.0,0.0,0.0,-0.00434095,0.00284789,0.089088,0.0,0.0,0.0,0.0,0.0,0.0,0.95556,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439166340,0,0.0,0.0,0,-8.48025,-11.6486,1.69008,0.0,0.0,0.0,-0.0091514,0.00831606,0.0952084,0.0,0.0,0.0,0.0,0.0,0.0,0.955615,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439171404,0,0.0,0.0,0,-8.48028,-11.6486,1.69054,0.0,0.0,0.0,-0.00706182,0.00376274,0.0924818,0.0,0.0,0.0,0.0,0.0,0.0,0.955705,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439176809,0,0.0,0.0,0,-8.4803,-11.6486,1.69102,0.0,0.0,0.0,-0.00388062,0.0072858,0.0957106,0.0,0.0,0.0,0.0,0.0,0.0,0.95558,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439181411,0,0.0,0.0,0,-8.48035,-11.6486,1.69153,0.0,0.0,0.0,-0.00877917,0.00726721,0.101536,0.0,0.0,0.0,0.0,0.0,0.0,0.95556,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439191351,0,0.0,0.0,0,-8.48042,-11.6485,1.69257,0.0,0.0,0.0,-0.00670073,0.00591523,0.106435,0.0,0.0,0.0,0.0,0.0,0.0,0.955522,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439196507,0,0.0,0.0,0,-8.48045,-11.6484,1.69306,0.0,0.0,0.0,-0.00672284,0.00732432,0.0980182,0.0,0.0,0.0,0.0,0.0,0.0,0.955466,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439201511,0,0.0,0.0,0,-8.4805,-11.6484,1.69358,0.0,0.0,0.0,-0.0100798,0.01149,0.103922,0.0,0.0,0.0,0.0,0.0,0.0,0.955585,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439206435,0,0.0,0.0,0,-8.48109,-11.6487,1.68776,0.0,0.0,0.0,-0.0109212,0.00347423,0.0816747,0.0,0.0,0.0,0.0,0.0,0.0,0.955388,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
