timestamp,noutputs,output[0],output[1],output[2],output[3],output[4],output[5],output[6],output[7],output[8],output[9],output[10],output[11],output[12],output[13],output[14],output[15]
1458604236,4,-0.359808,-0.442676,-0.381839,-0.553831,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1458656242,4,-0.306912,-0.495017,-0.577258,-0.361696,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1458709163,4,-0.50747,-0.292343,-0.427083,-0.529907,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1458761129,4,-0.501589,-0.296417,-0.434334,-0.500086,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1458813209,4,-0.224136,-0.563779,-0.538678,-0.396088,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1458866224,4,-0.570546,-0.204645,-0.296753,-0.634233,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1458918227,4,-0.262557,-0.522769,-0.559112,-0.374889,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1458971271,4,-0.481226,-0.293169,-0.339976,-0.593792,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1459023238,4,-0.383745,-0.408206,-0.5503,-0.375365,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1459076230,4,-0.48676,-0.309985,-0.342917,-0.590278,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1459128183,4,-0.510315,-0.308721,-0.401599,-0.535366,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1459181270,4,-0.394965,-0.41167,-0.432081,-0.500145,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1459233160,4,-0.544565,-0.238738,-0.314301,-0.619328,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1459286232,4,-0.337668,-0.449559,-0.530654,-0.409301,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1459339172,4,-0.349561,-0.448723,-0.367903,-0.580946,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1459391196,4,-0.367124,-0.416493,-0.428734,-0.511383,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1459444125,4,-0.443351,-0.343189,-0.409932,-0.539688,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1459495205,4,-0.443597,-0.32676,-0.274055,-0.664448,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1459548202,4,-0.319579,-0.470398,-0.540989,-0.395395,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1459601197,4,-0.419202,-0.381643,-0.336846,-0.610579,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1459653160,4,-0.549246,-0.252868,-0.380042,-0.571374,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1459706413,4,-0.254765,-0.554126,-0.499359,-0.449449,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1459758336,4,-0.582541,-0.216621,-0.36141,-0.591622,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1459810183,4,-0.447352,-0.385152,-0.415606,-0.550064,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1459863424,4,-0.373623,-0.466473,-0.518966,-0.442265,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1459916177,4,-0.4625,-0.346831,-0.512008,-0.448865,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1459968214,4,-0.40194,-0.40162,-0.405296,-0.548274,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1460020209,4,-0.267712,-0.514688,-0.53185,-0.41039,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1460074248,4,-0.340996,-0.432897,-0.370433,-0.55478,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1460126247,4,-0.332089,-0.443928,-0.502053,-0.406662,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1460178192,4,-0.329297,-0.442712,-0.448401,-0.464719,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1460231243,4,-0.369707,-0.413956,-0.335786,-0.592933,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1460283222,4,-0.478816,-0.338538,-0.422157,-0.526342,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1460336128,4,-0.538681,-0.294505,-0.410214,-0.550406,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1460388205,4,-0.462998,-0.390047,-0.430528,-0.560962,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1460441205,4,-0.510706,-0.354665,-0.513513,-0.501233,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1460493272,4,-0.43376,-0.415438,-0.433002,-0.569604,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1460546224,4,-0.533,-0.322184,-0.434492,-0.583471,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1460599241,4,-0.566347,-0.305386,-0.416724,-0.609064,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1460651257,4,-0.598113,-0.280333,-0.385116,-0.641383,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1460704266,4,-0.460085,-0.413029,-0.366475,-0.649041,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1460756203,4,-0.455211,-0.412838,-0.409241,-0.606604,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1460806217,4,-0.288282,-0.588645,-0.592829,-0.432576,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1460861221,4,-0.498584,-0.399227,-0.395857,-0.65154,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1460913257,4,-0.391812,-0.504475,-0.50778,-0.533377,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1460964265,4,-0.481004,-0.412453,-0.522062,-0.519156,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1461019188,4,-0.50676,-0.435429,-0.385982,-0.70056,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1461071329,4,-0.384226,-0.595867,-0.647377,-0.491579,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1461123246,4,-0.561868,-0.484126,-0.509251,-0.663376,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1461176240,4,-0.518325,-0.566463,-0.594211,-0.569597,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1461228256,4,-0.559296,-0.579617,-0.553977,-0.6174,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1461273267,4,-0.525479,-0.624457,-0.532277,-0.634106,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1461332296,4,-0.566359,-0.592447,-0.49272,-0.695091,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1461386341,4,-0.549208,-0.602475,-0.546774,-0.643063,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1461438148,4,-0.522529,-0.636739,-0.522982,-0.667065,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1461491144,4,-0.568065,-0.563892,-0.561655,-0.604131,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1461524117,4,-0.491298,-0.638779,-0.586485,-0.598306,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
